,invoice_id,date_time,city,customer_type,gender,product_line,quantity,total,rating,payment
537,643-38-7867,2019-03-07,Yangon,Normal,Male,Home and lifestyle,1,102.837,6.9,Ewallet
538,308-81-0538,2019-02-25,Yangon,Normal,Female,Fashion accessories,4,306.81,4.9,Credit card
539,358-88-9262,2019-02-01,Naypyidaw,Member,Female,Food and beverages,6,551.124,5.1,Ewallet
540,460-35-4390,2019-01-22,Yangon,Normal,Male,Home and lifestyle,3,96.642,9.1,Ewallet
541,343-87-0864,2019-01-03,Naypyidaw,Member,Male,Health and beauty,1,79.674,7.1,Credit card
542,173-50-1108,2019-02-13,Mandalay,Member,Female,Sports and travel,4,84.756,5.0,Credit card
543,243-47-2663,2019-01-28,Naypyidaw,Member,Male,Electronic accessories,6,118.251,5.5,Credit card
544,841-18-8232,2019-01-05,Mandalay,Normal,Female,Food and beverages,1,74.76,9.2,Credit card
545,701-23-5550,2019-03-19,Mandalay,Member,Male,Home and lifestyle,4,163.002,4.9,Ewallet
546,647-50-1224,2019-01-12,Yangon,Normal,Female,Fashion accessories,10,308.91,8.9,Ewallet
547,541-48-8554,2019-01-07,Yangon,Normal,Male,Sports and travel,9,575.9775,6.0,Credit card
548,539-21-7227,2019-01-26,Mandalay,Normal,Female,Sports and travel,5,270.585,4.2,Cash
549,213-32-1216,2019-01-23,Yangon,Normal,Female,Electronic accessories,6,416.178,7.3,Cash
550,747-58-7183,2019-02-09,Mandalay,Normal,Male,Fashion accessories,3,180.4005,6.5,Ewallet
551,582-52-8065,2019-02-22,Mandalay,Normal,Female,Fashion accessories,9,513.2295,8.9,Cash
552,210-57-1719,2019-02-05,Mandalay,Normal,Female,Health and beauty,9,550.368,9.7,Cash
553,399-69-4630,2019-03-07,Naypyidaw,Normal,Male,Electronic accessories,6,139.923,8.6,Credit card
554,134-75-2619,2019-03-25,Yangon,Member,Male,Electronic accessories,7,142.002,6.9,Cash
555,356-44-8813,2019-01-20,Mandalay,Normal,Male,Home and lifestyle,3,118.062,7.7,Credit card
556,198-66-9832,2019-02-04,Mandalay,Member,Female,Fashion accessories,2,151.284,9.5,Cash
557,283-26-5248,2019-01-30,Naypyidaw,Member,Female,Food and beverages,10,1034.46,4.5,Ewallet
558,712-39-0363,2019-01-02,Yangon,Member,Male,Food and beverages,6,262.458,5.6,Ewallet
559,218-59-9410,2019-03-29,Yangon,Member,Female,Home and lifestyle,3,228.123,8.2,Ewallet
560,174-75-0888,2019-03-14,Mandalay,Normal,Male,Electronic accessories,9,203.931,7.3,Cash
561,866-99-7614,2019-02-11,Naypyidaw,Normal,Male,Food and beverages,10,936.6,4.4,Credit card
562,134-54-4720,2019-01-30,Mandalay,Normal,Female,Electronic accessories,8,356.328,5.7,Ewallet
563,760-90-2357,2019-03-20,Yangon,Member,Male,Electronic accessories,6,469.413,5.0,Ewallet
564,514-37-2845,2019-03-20,Mandalay,Normal,Male,Fashion accessories,2,208.425,9.0,Cash
565,698-98-5964,2019-01-17,Yangon,Normal,Female,Food and beverages,10,852.705,6.3,Credit card
566,718-57-9773,2019-02-03,Naypyidaw,Normal,Female,Sports and travel,10,517.965,9.4,Credit card
567,651-88-7328,2019-01-01,Yangon,Normal,Female,Fashion accessories,9,621.243,7.7,Cash
568,241-11-2261,2019-01-10,Mandalay,Normal,Female,Fashion accessories,7,586.971,5.5,Credit card
569,408-26-9866,2019-03-02,Naypyidaw,Normal,Female,Sports and travel,7,543.753,4.1,Ewallet
570,834-83-1826,2019-02-25,Mandalay,Member,Female,Home and lifestyle,5,430.71,7.6,Credit card
571,343-61-3544,2019-01-29,Mandalay,Member,Male,Sports and travel,10,280.035,8.6,Cash
572,239-48-4278,2019-03-10,Yangon,Member,Male,Food and beverages,7,74.4555,8.3,Ewallet
573,355-34-6244,2019-01-13,Mandalay,Normal,Male,Food and beverages,2,152.019,8.1,Credit card
574,550-84-8664,2019-03-22,Yangon,Normal,Male,Sports and travel,5,451.0275,8.6,Credit card
575,339-96-8318,2019-03-01,Mandalay,Member,Male,Fashion accessories,7,597.6285,6.3,Ewallet
576,458-61-0011,2019-02-20,Mandalay,Normal,Male,Food and beverages,4,253.26,5.8,Cash
577,592-34-6155,2019-01-14,Naypyidaw,Normal,Male,Food and beverages,4,133.434,6.2,Ewallet
578,797-88-0493,2019-03-26,Yangon,Normal,Female,Health and beauty,4,269.934,7.7,Cash
579,207-73-1363,2019-03-01,Mandalay,Normal,Male,Health and beauty,2,145.971,8.1,Ewallet
580,390-31-6381,2019-01-07,Naypyidaw,Normal,Male,Food and beverages,3,85.743,7.3,Cash
581,443-82-0585,2019-02-01,Yangon,Member,Female,Health and beauty,4,326.256,8.4,Cash
582,339-18-7061,2019-02-13,Naypyidaw,Member,Female,Fashion accessories,2,195.258,8.0,Credit card
583,359-90-3665,2019-01-14,Mandalay,Member,Female,Fashion accessories,4,75.936,9.5,Credit card
584,375-72-3056,2019-01-19,Mandalay,Normal,Male,Sports and travel,3,198.639,7.0,Ewallet
585,127-47-6963,2019-03-09,Yangon,Normal,Male,Health and beauty,4,217.182,9.8,Credit card
586,278-86-2735,2019-03-27,Yangon,Normal,Female,Food and beverages,3,164.871,9.2,Cash
587,695-28-6250,2019-02-04,Yangon,Normal,Female,Sports and travel,5,226.065,7.7,Ewallet
588,379-17-6588,2019-03-14,Naypyidaw,Normal,Male,Fashion accessories,10,625.905,5.3,Cash
589,227-50-3718,2019-03-04,Yangon,Normal,Male,Health and beauty,5,76.755,4.4,Cash
590,302-15-2162,2019-03-03,Naypyidaw,Member,Male,Health and beauty,6,293.139,4.3,Credit card
591,788-07-8452,2019-01-27,Naypyidaw,Member,Female,Home and lifestyle,7,178.164,9.4,Ewallet
592,560-49-6611,2019-02-07,Yangon,Member,Female,Sports and travel,1,47.859,9.8,Cash
593,880-35-0356,2019-02-05,Yangon,Member,Female,Sports and travel,3,236.88,4.8,Ewallet
594,585-11-6748,2019-03-15,Mandalay,Member,Male,Sports and travel,3,304.92,5.3,Cash
595,470-31-3286,2019-03-01,Mandalay,Normal,Male,Health and beauty,3,46.683,8.7,Credit card
596,152-68-2907,2019-02-15,Yangon,Normal,Male,Food and beverages,3,164.43,9.5,Credit card
597,123-35-4896,2019-02-17,Naypyidaw,Normal,Female,Sports and travel,9,440.937,5.3,Ewallet
598,258-69-7810,2019-01-26,Naypyidaw,Normal,Female,Fashion accessories,5,193.4625,9.2,Cash
599,334-64-2006,2019-03-24,Yangon,Member,Female,Home and lifestyle,2,147.672,9.6,Ewallet
600,219-61-4139,2019-01-23,Naypyidaw,Normal,Male,Electronic accessories,1,87.234,6.4,Ewallet
601,881-41-7302,2019-01-26,Naypyidaw,Normal,Female,Fashion accessories,1,68.2395,4.5,Credit card
602,373-09-4567,2019-03-14,Naypyidaw,Normal,Male,Food and beverages,10,814.38,6.9,Ewallet
603,642-30-6693,2019-03-17,Mandalay,Normal,Female,Sports and travel,6,343.413,7.8,Ewallet
604,484-22-8230,2019-01-08,Naypyidaw,Member,Female,Fashion accessories,7,381.3915,4.5,Cash
605,830-58-2383,2019-02-08,Mandalay,Normal,Male,Home and lifestyle,4,133.35,8.6,Cash
606,559-98-9873,2019-02-10,Yangon,Member,Female,Fashion accessories,7,394.3275,5.2,Ewallet
607,544-32-5024,2019-03-28,Naypyidaw,Member,Female,Food and beverages,4,209.118,6.4,Credit card
608,318-12-0304,2019-01-23,Yangon,Normal,Male,Fashion accessories,1,32.1405,5.2,Ewallet
609,349-97-8902,2019-01-17,Mandalay,Member,Male,Food and beverages,2,121.569,8.9,Ewallet
610,421-95-9805,2019-02-07,Yangon,Normal,Female,Electronic accessories,1,30.408,6.2,Credit card
611,277-35-5865,2019-03-09,Naypyidaw,Member,Female,Food and beverages,9,935.2665,6.7,Cash
612,789-23-8625,2019-01-24,Mandalay,Member,Male,Fashion accessories,3,293.643,7.2,Cash
613,284-54-4231,2019-01-19,Naypyidaw,Member,Male,Sports and travel,1,84.9765,9.0,Credit card
614,443-59-0061,2019-02-03,Yangon,Member,Male,Food and beverages,10,708.225,4.2,Ewallet
615,509-29-3912,2019-03-20,Yangon,Member,Female,Sports and travel,9,365.904,4.2,Ewallet
616,327-40-9673,2019-01-13,Mandalay,Member,Male,Sports and travel,6,457.38,6.9,Cash
617,840-19-2096,2019-03-14,Naypyidaw,Member,Male,Electronic accessories,5,461.5275,4.4,Ewallet
618,828-46-6863,2019-01-23,Yangon,Member,Male,Food and beverages,6,620.739,4.0,Credit card
619,641-96-3695,2019-02-07,Naypyidaw,Member,Female,Fashion accessories,6,273.798,8.5,Ewallet
620,420-97-3340,2019-03-28,Yangon,Normal,Female,Food and beverages,3,225.792,9.2,Credit card
621,436-54-4512,2019-03-20,Yangon,Member,Female,Food and beverages,1,96.1905,9.8,Cash
622,670-79-6321,2019-01-17,Mandalay,Member,Female,Home and lifestyle,7,695.2365,4.9,Credit card
623,852-62-7105,2019-01-12,Mandalay,Normal,Female,Fashion accessories,10,874.125,4.4,Credit card
624,598-06-7312,2019-02-16,Mandalay,Member,Male,Fashion accessories,1,95.9175,6.8,Cash
625,135-13-8269,2019-01-26,Mandalay,Member,Female,Food and beverages,2,165.648,9.1,Cash
626,816-57-2053,2019-03-09,Yangon,Normal,Male,Sports and travel,2,127.827,8.7,Ewallet
627,628-90-8624,2019-03-14,Mandalay,Member,Male,Health and beauty,10,867.09,5.0,Cash
628,856-66-2701,2019-01-25,Yangon,Member,Male,Home and lifestyle,3,167.895,7.5,Ewallet
629,308-39-1707,2019-01-26,Yangon,Normal,Female,Fashion accessories,1,12.6945,8.2,Credit card
630,149-61-1929,2019-01-19,Yangon,Normal,Male,Sports and travel,10,673.995,6.7,Credit card
631,655-07-2265,2019-03-05,Yangon,Normal,Male,Electronic accessories,3,246.6765,5.4,Ewallet
632,589-02-8023,2019-01-15,Yangon,Member,Male,Food and beverages,2,175.917,7.0,Credit card
633,420-04-7590,2019-03-18,Mandalay,Normal,Male,Home and lifestyle,3,314.055,4.7,Ewallet
634,182-88-2763,2019-03-20,Mandalay,Member,Male,Food and beverages,3,251.7165,5.0,Credit card
635,188-55-0967,2019-01-15,Mandalay,Member,Male,Health and beauty,10,697.935,5.0,Credit card
636,610-46-4100,2019-03-03,Yangon,Normal,Male,Health and beauty,7,212.7825,6.0,Credit card
637,318-81-2368,2019-03-19,Naypyidaw,Normal,Female,Electronic accessories,1,48.51,6.3,Cash
638,364-33-8584,2019-03-08,Mandalay,Member,Female,Food and beverages,5,92.5575,8.5,Cash
639,665-63-9737,2019-02-27,Mandalay,Normal,Male,Fashion accessories,3,165.123,7.5,Ewallet
640,695-09-5146,2019-02-23,Mandalay,Member,Female,Food and beverages,3,311.1885,6.4,Ewallet
641,155-45-3814,2019-03-19,Naypyidaw,Member,Female,Electronic accessories,8,743.82,4.7,Ewallet
642,794-32-2436,2019-03-27,Mandalay,Member,Male,Electronic accessories,2,116.907,6.0,Ewallet
643,131-15-8856,2019-03-30,Naypyidaw,Member,Female,Food and beverages,8,609.168,4.0,Credit card
644,273-84-2164,2019-02-16,Naypyidaw,Member,Male,Electronic accessories,5,63.2625,5.5,Ewallet
645,706-36-6154,2019-01-18,Yangon,Member,Male,Home and lifestyle,9,182.952,8.7,Ewallet
646,778-89-7974,2019-03-30,Naypyidaw,Normal,Male,Health and beauty,6,442.323,7.4,Cash
647,574-31-8277,2019-03-20,Mandalay,Member,Male,Fashion accessories,1,35.3115,5.6,Cash
648,859-71-0933,2019-01-16,Naypyidaw,Member,Female,Sports and travel,2,32.529,6.3,Cash
649,740-11-5257,2019-02-24,Naypyidaw,Normal,Male,Electronic accessories,10,259.77,7.1,Cash
650,369-82-2676,2019-01-15,Mandalay,Normal,Male,Electronic accessories,5,397.215,7.8,Ewallet
651,563-47-4072,2019-01-22,Mandalay,Normal,Female,Health and beauty,6,351.603,9.9,Cash
652,742-04-5161,2019-02-03,Yangon,Member,Male,Home and lifestyle,10,764.19,7.3,Cash
653,149-15-7606,2019-03-06,Mandalay,Member,Male,Sports and travel,9,352.674,5.1,Ewallet
654,133-77-3154,2019-02-16,Mandalay,Member,Male,Fashion accessories,4,252.756,9.4,Credit card
655,169-52-4504,2019-03-14,Yangon,Normal,Female,Electronic accessories,3,49.4235,5.8,Credit card
656,250-81-7186,2019-02-27,Naypyidaw,Normal,Female,Electronic accessories,1,104.6745,8.0,Credit card
657,562-12-5430,2019-01-18,Yangon,Member,Female,Fashion accessories,3,277.6725,7.9,Ewallet
658,816-72-8853,2019-01-29,Yangon,Member,Female,Sports and travel,5,146.6325,5.9,Cash
659,491-38-3499,2019-02-26,Yangon,Member,Male,Fashion accessories,1,58.2225,4.9,Credit card
660,322-02-2271,2019-02-03,Mandalay,Normal,Female,Sports and travel,3,135.3555,9.3,Cash
661,842-29-4695,2019-01-16,Naypyidaw,Member,Male,Sports and travel,7,125.979,7.9,Credit card
662,725-67-2480,2019-03-24,Mandalay,Member,Female,Fashion accessories,6,370.125,5.9,Credit card
663,641-51-2661,2019-02-12,Naypyidaw,Member,Female,Food and beverages,10,914.55,9.9,Credit card
664,714-02-3114,2019-02-21,Naypyidaw,Normal,Female,Sports and travel,2,207.48,7.7,Cash
665,518-17-2983,2019-02-04,Yangon,Normal,Female,Fashion accessories,4,204.246,7.6,Ewallet
666,779-42-2410,2019-02-20,Mandalay,Member,Male,Food and beverages,3,181.881,7.7,Ewallet
667,190-14-3147,2019-02-23,Mandalay,Normal,Female,Health and beauty,4,75.474,6.4,Ewallet
668,408-66-6712,2019-02-16,Naypyidaw,Member,Female,Health and beauty,6,300.573,4.4,Ewallet
669,679-22-6530,2019-01-17,Mandalay,Normal,Female,Sports and travel,2,85.302,4.1,Credit card
670,588-47-8641,2019-01-14,Yangon,Member,Male,Fashion accessories,10,588.42,4.4,Ewallet
671,642-61-4706,2019-03-30,Mandalay,Member,Male,Food and beverages,2,196.14,5.5,Cash
672,576-31-4774,2019-03-02,Mandalay,Normal,Female,Health and beauty,3,231.2415,4.0,Ewallet
673,556-41-6224,2019-02-15,Naypyidaw,Normal,Male,Health and beauty,8,282.576,9.3,Credit card
674,811-03-8790,2019-03-01,Yangon,Normal,Female,Electronic accessories,10,477.54,4.8,Credit card
675,242-11-3142,2019-02-24,Mandalay,Member,Male,Fashion accessories,2,175.917,4.6,Cash
676,752-23-3760,2019-02-19,Mandalay,Member,Female,Sports and travel,7,470.988,7.3,Credit card
677,274-05-5470,2019-02-23,Yangon,Member,Female,Food and beverages,4,308.574,6.0,Cash
678,648-94-3045,2019-02-07,Naypyidaw,Normal,Male,Health and beauty,10,618.975,8.1,Ewallet
679,130-67-4723,2019-01-11,Yangon,Member,Male,Food and beverages,6,305.55,9.4,Ewallet
680,528-87-5606,2019-02-12,Mandalay,Member,Female,Electronic accessories,1,41.454,6.5,Cash
681,320-85-2052,2019-01-14,Mandalay,Normal,Female,Sports and travel,1,36.5505,7.0,Credit card
682,370-96-0655,2019-01-09,Naypyidaw,Normal,Female,Fashion accessories,6,310.716,7.1,Ewallet
683,105-10-6182,2019-02-27,Yangon,Member,Male,Fashion accessories,2,45.108,6.6,Ewallet
684,510-79-0415,2019-01-24,Mandalay,Member,Female,Sports and travel,6,145.404,4.9,Ewallet
685,241-96-5076,2019-01-08,Mandalay,Member,Female,Home and lifestyle,2,103.11,6.4,Credit card
686,767-97-4650,2019-01-08,Mandalay,Member,Female,Sports and travel,2,136.143,8.0,Credit card
687,648-83-1321,2019-01-16,Yangon,Member,Male,Home and lifestyle,10,667.38,4.3,Cash
688,173-57-2300,2019-03-13,Naypyidaw,Member,Male,Sports and travel,2,153.048,6.1,Cash
689,305-03-2383,2019-02-15,Yangon,Normal,Female,Food and beverages,3,211.365,7.5,Cash
690,394-55-6384,2019-01-25,Naypyidaw,Member,Female,Sports and travel,9,663.2955,6.7,Cash
691,266-20-6657,2019-03-12,Naypyidaw,Member,Male,Food and beverages,7,404.544,5.2,Ewallet
692,689-05-1884,2019-03-04,Yangon,Member,Male,Health and beauty,10,510.615,8.8,Cash
693,196-01-2849,2019-02-10,Naypyidaw,Member,Female,Fashion accessories,7,539.343,9.5,Cash
694,372-62-5264,2019-01-16,Naypyidaw,Normal,Female,Food and beverages,9,497.07,7.6,Cash
695,800-09-8606,2019-01-29,Yangon,Member,Female,Home and lifestyle,5,458.6925,6.6,Cash
696,182-52-7000,2019-01-01,Yangon,Member,Female,Sports and travel,4,113.568,6.9,Ewallet
697,826-58-8051,2019-01-06,Mandalay,Normal,Male,Home and lifestyle,4,261.198,4.3,Ewallet
698,868-06-0466,2019-02-19,Yangon,Member,Male,Electronic accessories,9,657.531,7.8,Credit card
699,751-41-9720,2019-01-12,Naypyidaw,Normal,Male,Home and lifestyle,10,1023.75,8.0,Ewallet
700,626-43-7888,2019-02-07,Naypyidaw,Normal,Female,Fashion accessories,8,507.444,9.6,Ewallet
701,176-64-7711,2019-03-27,Mandalay,Normal,Male,Food and beverages,3,101.808,4.3,Credit card
702,191-29-0321,2019-02-27,Mandalay,Member,Female,Fashion accessories,10,207.585,5.0,Credit card
703,729-06-2010,2019-01-06,Mandalay,Member,Male,Health and beauty,9,760.4415,9.2,Cash
704,640-48-5028,2019-03-02,Mandalay,Member,Female,Home and lifestyle,9,835.2855,6.3,Cash
705,186-79-9562,2019-03-29,Mandalay,Normal,Male,Health and beauty,7,527.5095,8.9,Cash
706,834-45-5519,2019-01-31,Mandalay,Normal,Female,Electronic accessories,4,180.6,7.6,Ewallet
707,162-65-8559,2019-01-21,Naypyidaw,Member,Male,Food and beverages,1,72.429,4.8,Cash
708,760-27-5490,2019-01-20,Naypyidaw,Normal,Male,Fashion accessories,8,131.208,9.1,Ewallet
709,445-30-9252,2019-01-17,Yangon,Normal,Male,Sports and travel,3,80.955,6.1,Ewallet
710,786-94-2700,2019-02-28,Yangon,Member,Male,Food and beverages,6,507.906,9.1,Cash
711,728-88-7867,2019-03-19,Naypyidaw,Member,Female,Home and lifestyle,4,317.226,8.3,Ewallet
712,183-21-3799,2019-02-19,Naypyidaw,Normal,Female,Electronic accessories,9,733.6035,7.2,Ewallet
713,268-20-3585,2019-02-04,Naypyidaw,Normal,Female,Health and beauty,9,130.8825,6.0,Ewallet
714,735-32-9839,2019-01-31,Naypyidaw,Member,Male,Fashion accessories,8,829.08,8.5,Ewallet
715,258-92-7466,2019-02-06,Yangon,Normal,Female,Health and beauty,5,187.32,6.6,Credit card
716,857-16-3520,2019-03-28,Yangon,Member,Female,Fashion accessories,7,525.231,4.5,Ewallet
717,482-17-1179,2019-01-19,Yangon,Member,Male,Electronic accessories,3,37.611,8.1,Credit card
718,788-21-5741,2019-02-17,Yangon,Normal,Male,Fashion accessories,3,142.947,7.2,Credit card
719,821-14-9046,2019-01-18,Mandalay,Member,Female,Fashion accessories,6,110.124,6.1,Credit card
720,418-05-0656,2019-02-02,Mandalay,Normal,Female,Fashion accessories,7,187.866,7.1,Cash
721,678-79-0726,2019-01-18,Naypyidaw,Member,Female,Sports and travel,9,856.4535,5.1,Cash
722,776-68-1096,2019-03-18,Mandalay,Normal,Male,Home and lifestyle,3,138.978,7.9,Credit card
723,592-46-1692,2019-01-11,Naypyidaw,Member,Female,Food and beverages,7,270.2595,7.4,Cash
724,434-35-9162,2019-02-04,Mandalay,Member,Male,Food and beverages,4,98.028,7.4,Ewallet
725,149-14-0304,2019-02-06,Naypyidaw,Member,Female,Health and beauty,8,239.4,6.6,Cash
726,442-44-6497,2019-01-08,Naypyidaw,Member,Male,Home and lifestyle,3,175.0455,5.9,Credit card
727,174-64-0215,2019-03-05,Mandalay,Normal,Male,Sports and travel,10,732.27,8.9,Credit card
728,210-74-9613,2019-03-16,Naypyidaw,Normal,Male,Fashion accessories,4,408.492,6.8,Ewallet
729,299-29-0180,2019-03-09,Mandalay,Member,Female,Home and lifestyle,7,383.523,9.3,Cash
730,247-11-2470,2019-03-01,Yangon,Member,Female,Fashion accessories,4,93.744,4.4,Credit card
731,635-28-5728,2019-02-28,Yangon,Normal,Male,Health and beauty,3,176.4,4.8,Ewallet
732,756-49-0168,2019-02-08,Yangon,Member,Male,Fashion accessories,1,20.685,9.5,Ewallet
733,438-23-1242,2019-01-24,Mandalay,Normal,Male,Electronic accessories,7,557.718,8.9,Ewallet
734,238-45-6950,2019-03-01,Mandalay,Member,Male,Food and beverages,1,56.406,6.4,Ewallet
735,607-65-2441,2019-03-10,Naypyidaw,Member,Male,Health and beauty,10,860.475,6.0,Credit card
736,386-27-7606,2019-03-23,Naypyidaw,Member,Female,Home and lifestyle,7,596.82,8.1,Credit card
737,137-63-5492,2019-01-29,Naypyidaw,Normal,Male,Electronic accessories,10,616.98,9.0,Ewallet
738,197-77-7132,2019-01-12,Mandalay,Member,Male,Electronic accessories,8,769.104,6.0,Ewallet
739,805-86-0265,2019-03-20,Yangon,Normal,Male,Home and lifestyle,9,887.922,9.8,Cash
740,733-29-1227,2019-03-23,Naypyidaw,Normal,Male,Home and lifestyle,7,408.7335,8.5,Cash
741,451-73-2711,2019-01-14,Naypyidaw,Normal,Male,Food and beverages,1,89.0715,8.8,Ewallet
742,373-14-0504,2019-02-12,Yangon,Member,Female,Sports and travel,2,150.423,8.8,Ewallet
743,546-80-2899,2019-02-20,Yangon,Member,Male,Home and lifestyle,2,79.149,9.5,Ewallet
744,345-68-9016,2019-01-02,Naypyidaw,Member,Female,Sports and travel,8,266.028,5.6,Credit card
745,390-17-5806,2019-02-02,Naypyidaw,Member,Female,Food and beverages,1,40.341,8.6,Cash
746,457-13-1708,2019-01-08,Mandalay,Member,Male,Fashion accessories,10,684.915,5.2,Credit card
747,664-14-2882,2019-01-30,Naypyidaw,Member,Female,Home and lifestyle,5,55.2825,5.8,Credit card
748,487-79-6868,2019-03-26,Mandalay,Member,Female,Home and lifestyle,9,116.1405,8.0,Credit card
749,314-23-4520,2019-01-15,Naypyidaw,Member,Male,Health and beauty,7,597.0405,9.0,Cash
750,210-30-7976,2019-03-14,Mandalay,Member,Female,Fashion accessories,4,93.744,4.1,Ewallet
751,585-86-8361,2019-02-03,Yangon,Normal,Female,Food and beverages,5,143.22,8.6,Credit card
752,807-14-7833,2019-02-22,Yangon,Member,Female,Electronic accessories,10,182.91,7.0,Ewallet
753,775-72-1988,2019-01-24,Mandalay,Normal,Male,Home and lifestyle,5,384.72,8.4,Ewallet
754,288-38-3758,2019-01-25,Naypyidaw,Member,Female,Fashion accessories,3,267.3405,7.4,Ewallet
755,652-43-6591,2019-03-09,Yangon,Normal,Female,Fashion accessories,8,817.236,6.2,Credit card
756,785-96-0615,2019-02-17,Mandalay,Member,Female,Electronic accessories,8,300.216,4.9,Ewallet
757,406-46-7107,2019-01-11,Yangon,Normal,Female,Home and lifestyle,6,608.076,4.5,Cash
758,250-17-5703,2019-02-27,Yangon,Member,Male,Food and beverages,10,197.925,5.6,Ewallet
759,156-95-3964,2019-03-25,Yangon,Normal,Female,Food and beverages,4,232.638,8.0,Ewallet
760,842-40-8179,2019-02-11,Mandalay,Member,Female,Food and beverages,10,810.6,5.6,Credit card
761,525-09-8450,2019-01-31,Mandalay,Normal,Male,Electronic accessories,10,757.365,4.2,Credit card
762,410-67-1709,2019-01-20,Yangon,Member,Female,Fashion accessories,8,536.592,9.9,Ewallet
763,587-73-4862,2019-03-26,Yangon,Member,Female,Health and beauty,5,56.1225,7.6,Ewallet
764,787-87-2010,2019-01-20,Yangon,Member,Male,Health and beauty,4,233.1,6.6,Credit card
765,593-14-4239,2019-03-05,Mandalay,Normal,Female,Home and lifestyle,8,801.864,4.7,Ewallet
766,801-88-0346,2019-01-05,Naypyidaw,Normal,Female,Fashion accessories,3,239.589,9.8,Credit card
767,388-76-2555,2019-02-13,Mandalay,Normal,Male,Sports and travel,6,86.247,6.3,Cash
768,711-31-1234,2019-03-16,Mandalay,Normal,Female,Electronic accessories,4,401.688,7.9,Cash
769,886-54-6089,2019-01-15,Yangon,Normal,Female,Home and lifestyle,6,72.009,7.7,Cash
770,707-32-7409,2019-02-26,Mandalay,Member,Female,Sports and travel,4,401.268,4.5,Ewallet
771,759-98-4285,2019-02-27,Naypyidaw,Member,Female,Health and beauty,7,631.1445,8.0,Credit card
772,201-63-8275,2019-02-17,Naypyidaw,Member,Female,Sports and travel,7,499.7265,5.7,Ewallet
773,471-06-8611,2019-02-06,Naypyidaw,Normal,Female,Food and beverages,1,55.041,6.3,Credit card
774,200-16-5952,2019-01-17,Naypyidaw,Member,Male,Food and beverages,2,137.865,6.0,Cash
775,120-54-2248,2019-01-22,Mandalay,Normal,Female,Food and beverages,5,151.515,8.0,Credit card
776,102-77-2261,2019-03-05,Naypyidaw,Member,Male,Health and beauty,7,480.0285,4.2,Credit card
777,875-31-8302,2019-01-03,Mandalay,Normal,Male,Sports and travel,1,98.049,9.6,Cash
778,102-06-2002,2019-03-20,Naypyidaw,Member,Male,Sports and travel,5,132.5625,6.1,Cash
779,457-94-0464,2019-01-31,Mandalay,Member,Male,Electronic accessories,9,830.3715,5.6,Ewallet
780,629-42-4133,2019-02-19,Naypyidaw,Normal,Male,Health and beauty,8,183.12,8.3,Cash
781,534-53-3526,2019-02-11,Yangon,Normal,Female,Sports and travel,4,397.992,7.8,Ewallet
782,307-04-2070,2019-02-05,Yangon,Member,Female,Fashion accessories,1,32.151,4.1,Credit card
783,468-99-7231,2019-03-03,Naypyidaw,Normal,Female,Home and lifestyle,8,369.684,8.8,Cash
784,516-77-6464,2019-02-24,Naypyidaw,Member,Female,Health and beauty,5,53.34,4.1,Ewallet
785,404-91-5964,2019-02-04,Yangon,Normal,Male,Electronic accessories,7,548.163,9.0,Credit card
786,886-77-9084,2019-02-19,Naypyidaw,Normal,Male,Electronic accessories,8,603.876,5.5,Ewallet
787,790-38-4466,2019-01-23,Naypyidaw,Normal,Female,Health and beauty,5,57.6975,9.3,Credit card
788,704-10-4056,2019-01-14,Naypyidaw,Member,Male,Health and beauty,3,190.4805,5.6,Credit card
789,497-37-6538,2019-01-17,Yangon,Normal,Male,Sports and travel,7,432.9885,9.7,Ewallet
790,651-96-5970,2019-03-03,Yangon,Normal,Male,Fashion accessories,1,48.7305,4.0,Credit card
791,400-80-4065,2019-02-15,Naypyidaw,Member,Male,Health and beauty,4,287.91,9.2,Credit card
792,744-16-7898,2019-01-15,Mandalay,Normal,Female,Home and lifestyle,10,1022.385,4.9,Credit card
793,263-12-5321,2019-02-27,Yangon,Member,Male,Electronic accessories,7,680.61,9.3,Credit card
794,702-72-0487,2019-02-26,Yangon,Normal,Female,Electronic accessories,2,97.881,6.6,Credit card
795,605-83-1050,2019-03-15,Mandalay,Normal,Male,Fashion accessories,2,57.078,4.3,Ewallet
796,443-60-9639,2019-01-24,Naypyidaw,Member,Female,Home and lifestyle,1,63.9135,5.5,Cash
797,864-24-7918,2019-02-22,Yangon,Member,Female,Sports and travel,10,257.145,8.1,Cash
798,359-94-5395,2019-03-15,Mandalay,Normal,Male,Health and beauty,1,97.419,9.8,Credit card
799,401-09-4232,2019-02-11,Naypyidaw,Member,Male,Home and lifestyle,5,455.1225,9.4,Ewallet
800,751-15-6198,2019-01-12,Mandalay,Normal,Male,Sports and travel,6,144.963,7.9,Ewallet
801,324-41-6833,2019-03-03,Naypyidaw,Member,Female,Electronic accessories,8,253.68,5.1,Ewallet
802,474-33-8305,2019-03-23,Naypyidaw,Member,Male,Fashion accessories,7,495.3165,6.9,Ewallet
803,759-29-9521,2019-03-04,Yangon,Member,Female,Fashion accessories,9,462.672,8.0,Cash
804,831-81-6575,2019-02-23,Mandalay,Member,Female,Electronic accessories,9,714.3255,8.0,Cash
805,220-68-6701,2019-03-17,Yangon,Normal,Female,Home and lifestyle,4,325.374,4.2,Cash
